Date	pH	Cl-	DOC	CO2(aq)	SOC	Decomp	X-
20161005	4.842	1.49E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161006	4.845	1.50E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161007	4.848	1.50E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161008	4.851	1.51E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161009	4.854	1.51E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161010	4.857	1.52E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161011	4.86	1.52E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161012	4.863	1.53E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161013	4.866	1.53E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161014	4.869	1.54E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161015	4.872	1.54E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161016	4.875	1.55E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161017	4.878	1.55E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161018	4.881	1.56E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161019	4.884	1.56E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161020	4.887	1.57E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161021	4.89	1.57E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161022	4.893	1.58E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161023	4.896	1.58E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161024	4.899	1.59E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161025	4.902	1.59E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161026	4.905	1.60E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161027	4.908	1.60E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161028	4.911	1.61E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161029	4.914	1.61E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161030	4.917	1.62E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161031	4.92	1.62E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161101	4.923	1.63E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161102	4.926	1.63E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161103	4.929	1.64E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161104	4.932	1.64E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161105	4.935	1.65E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161106	4.938	1.65E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161107	4.941	1.66E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161108	4.944	1.66E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161109	4.947	1.67E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161110	4.95	1.67E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161111	4.953	1.68E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161112	4.956	1.68E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161113	4.959	1.69E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161114	4.962	1.69E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161115	4.965	1.70E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161116	4.968	1.70E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161117	4.971	1.71E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161118	4.974	1.71E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161119	4.977	1.72E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161120	4.98	1.72E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161121	4.983	1.73E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161122	4.986	1.73E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161123	4.989	1.74E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161124	4.992	1.74E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161125	4.995	1.75E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161126	4.998	1.75E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161127	5.001	1.76E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161128	5.004	1.76E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161129	5.007	1.77E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161130	5.01	1.77E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161201	5.013	1.78E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161202	5.016	1.78E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161203	5.019	1.79E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161204	5.022	1.79E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161205	5.025	1.80E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161206	5.028	1.80E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161207	5.031	1.81E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161208	5.034	1.81E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161209	5.037	1.82E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161210	5.04	1.82E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161211	5.043	1.83E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161212	5.046	1.83E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161213	5.049	1.84E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161214	5.052	1.84E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161215	5.055	1.85E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161216	5.058	1.85E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161217	5.061	1.85E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161218	5.064	1.86E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161219	5.067	1.87E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161220	5.07	1.87E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161221	5.073	1.87E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161222	5.076	1.88E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161223	5.079	1.89E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161224	5.082	1.89E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161225	5.085	1.89E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161226	5.088	1.90E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161227	5.091	1.91E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161228	5.094	1.91E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161229	5.097	1.91E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161230	5.1	1.92E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
20161231	5.103	1.93E-04	1.00E-07	1.00E-07	1.00E-10	1.00E-10	1.00E-10
